Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Juwan Howard,25:00,5,11,.455,0,0,,0,0,,2,1,3,1,0,0,3,3,10,away,/boxscores/199911260CHH.html
Isaac Austin,24:00,4,7,.571,0,0,,0,0,,1,3,4,2,0,0,2,4,8,away,/boxscores/199911260CHH.html
Michael Smith,22:00,1,4,.250,0,0,,0,0,,0,6,6,3,1,0,0,2,2,away,/boxscores/199911260CHH.html
Tracy Murray,24:00,4,13,.308,0,1,.000,0,0,,2,2,4,0,0,0,4,3,8,away,/boxscores/199911260CHH.html
Jahidi White,20:00,4,6,.667,0,0,,1,2,.500,2,7,9,1,1,2,1,5,9,away,/boxscores/199911260CHH.html
Mitch Richmond,19:00,2,7,.286,0,2,.000,6,6,1.000,1,1,2,2,0,0,4,4,10,away,/boxscores/199911260CHH.html
Gerard King,15:00,2,2,1.000,0,0,,0,0,,1,1,2,1,0,0,1,1,4,away,/boxscores/199911260CHH.html
Chris Whitney,14:00,2,3,.667,0,1,.000,0,0,,0,2,2,3,0,0,0,1,4,away,/boxscores/199911260CHH.html
Aaron Williams,12:00,0,2,.000,0,0,,1,2,.500,1,1,2,1,2,0,2,2,1,away,/boxscores/199911260CHH.html
Reggie Jordan,10:00,1,3,.333,0,0,,0,0,,0,0,0,3,0,0,2,2,2,away,/boxscores/199911260CHH.html
Team Totals,240,36,85,.424,0,5,.000,13,21,.619,14,28,42,27,5,2,27,29,85,away,/boxscores/199911260CHH.html
Elden Campbell,32:00,9,19,.474,0,0,,1,2,.500,4,3,7,1,4,3,0,3,19,home,/boxscores/199911260CHH.html
Eddie Jones,27:00,2,6,.333,1,3,.333,7,7,1.000,0,3,3,4,2,0,2,1,12,home,/boxscores/199911260CHH.html
David Wesley,24:00,1,6,.167,0,2,.000,0,0,,0,0,0,10,0,0,0,2,2,home,/boxscores/199911260CHH.html
Anthony Mason,23:00,3,7,.429,0,0,,3,4,.750,2,5,7,2,1,0,3,4,9,home,/boxscores/199911260CHH.html
Derrick Coleman,22:00,5,8,.625,1,1,1.000,2,2,1.000,1,6,7,2,1,0,1,2,13,home,/boxscores/199911260CHH.html
Baron Davis,24:00,5,7,.714,1,2,.500,0,0,,0,2,2,7,1,0,5,3,11,home,/boxscores/199911260CHH.html
Bobby Phills,22:00,4,12,.333,1,2,.500,1,2,.500,0,0,0,3,1,1,1,2,10,home,/boxscores/199911260CHH.html
Ricky Davis,21:00,6,8,.750,0,0,,3,4,.750,0,2,2,5,3,0,0,0,15,home,/boxscores/199911260CHH.html
Brad Miller,20:00,4,7,.571,0,0,,6,8,.750,4,6,10,1,0,0,0,3,14,home,/boxscores/199911260CHH.html
Todd Fuller,16:00,2,5,.400,0,0,,1,2,.500,0,3,3,0,0,0,1,1,5,home,/boxscores/199911260CHH.html
Eddie Robinson,5:00,3,4,.750,0,0,,2,2,1.000,0,1,1,0,2,1,0,0,8,home,/boxscores/199911260CHH.html
Michael Hawkins,4:00,0,0,,0,0,,0,0,,0,1,1,1,0,0,2,1,0,home,/boxscores/199911260CHH.html
Team Totals,240,44,89,.494,4,10,.400,26,33,.788,11,32,43,36,15,5,15,22,118,home,/boxscores/199911260CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Eddie Jones,40:00,7,23,.304,1,9,.111,7,7,1.000,2,2,4,2,2,1,4,4,22,away,/boxscores/199911270CLE.html
Anthony Mason,37:00,4,10,.400,0,0,,2,2,1.000,3,10,13,2,1,1,1,3,10,away,/boxscores/199911270CLE.html
David Wesley,35:00,4,12,.333,0,1,.000,5,6,.833,0,3,3,2,4,0,1,3,13,away,/boxscores/199911270CLE.html
Derrick Coleman,29:00,1,6,.167,0,0,,5,6,.833,2,3,5,2,1,2,2,3,7,away,/boxscores/199911270CLE.html
Elden Campbell,19:00,1,11,.091,0,0,,2,2,1.000,3,5,8,1,1,2,1,6,4,away,/boxscores/199911270CLE.html
Baron Davis,19:00,1,6,.167,0,2,.000,0,0,,0,0,0,4,1,0,0,2,2,away,/boxscores/199911270CLE.html
Brad Miller,16:00,3,3,1.000,0,0,,0,0,,0,2,2,0,0,0,1,0,6,away,/boxscores/199911270CLE.html
Bobby Phills,14:00,6,11,.545,2,4,.500,1,1,1.000,1,0,1,2,0,0,0,3,15,away,/boxscores/199911270CLE.html
Ricky Davis,14:00,1,4,.250,0,1,.000,1,2,.500,1,0,1,2,0,0,3,2,3,away,/boxscores/199911270CLE.html
Todd Fuller,8:00,1,1,1.000,0,0,,2,2,1.000,1,1,2,0,0,0,1,2,4,away,/boxscores/199911270CLE.html
Eddie Robinson,8:00,1,3,.333,0,2,.000,1,1,1.000,0,1,1,2,0,1,1,1,3,away,/boxscores/199911270CLE.html
Michael Hawkins,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,away,/boxscores/199911270CLE.html
Team Totals,240,30,90,.333,3,19,.158,26,29,.897,13,27,40,19,10,7,15,29,89,away,/boxscores/199911270CLE.html
Lamond Murray,32:00,5,10,.500,1,1,1.000,5,5,1.000,5,11,16,2,2,0,5,4,16,home,/boxscores/199911270CLE.html
Andrew DeClercq,31:00,6,9,.667,0,0,,4,6,.667,3,5,8,1,1,2,1,3,16,home,/boxscores/199911270CLE.html
Brevin Knight,31:00,3,6,.500,0,0,,3,3,1.000,2,6,8,6,2,0,3,4,9,home,/boxscores/199911270CLE.html
Bob Sura,29:00,6,12,.500,0,2,.000,3,4,.750,0,4,4,3,1,0,3,1,15,home,/boxscores/199911270CLE.html
Shawn Kemp,27:00,3,15,.200,0,0,,4,4,1.000,2,7,9,3,1,0,5,5,10,home,/boxscores/199911270CLE.html
Andre Miller,20:00,2,6,.333,0,0,,2,2,1.000,1,1,2,6,1,0,3,4,6,home,/boxscores/199911270CLE.html
Wesley Person,19:00,3,8,.375,1,3,.333,3,3,1.000,0,1,1,0,1,0,2,4,10,home,/boxscores/199911270CLE.html
Danny Ferry,18:00,2,5,.400,1,1,1.000,0,0,,0,2,2,1,0,0,0,3,5,home,/boxscores/199911270CLE.html
Mark Bryant,17:00,3,4,.750,0,0,,4,6,.667,3,2,5,1,1,0,0,3,10,home,/boxscores/199911270CLE.html
Cedric Henderson,16:00,3,5,.600,0,0,,3,5,.600,1,0,1,1,0,1,1,2,9,home,/boxscores/199911270CLE.html
Team Totals,240,36,80,.450,3,7,.429,31,38,.816,17,39,56,24,10,3,23,33,106,home,/boxscores/199911270CLE.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Derrick Coleman,40:00,6,15,.400,0,2,.000,5,8,.625,1,9,10,1,0,0,3,4,17,away,/boxscores/199912010POR.html
Elden Campbell,37:00,8,14,.571,0,0,,3,4,.750,5,6,11,0,2,1,1,3,19,away,/boxscores/199912010POR.html
David Wesley,36:00,5,13,.385,1,1,1.000,1,1,1.000,0,1,1,11,1,0,1,1,12,away,/boxscores/199912010POR.html
Anthony Mason,34:00,2,4,.500,0,0,,2,2,1.000,0,1,1,2,0,0,2,4,6,away,/boxscores/199912010POR.html
Eddie Jones,30:00,5,14,.357,2,5,.400,3,5,.600,2,4,6,5,4,1,2,6,15,away,/boxscores/199912010POR.html
Eddie Robinson,17:00,3,7,.429,0,1,.000,2,2,1.000,2,1,3,1,0,0,0,2,8,away,/boxscores/199912010POR.html
Baron Davis,12:00,1,2,.500,0,0,,1,2,.500,0,0,0,3,0,0,2,4,3,away,/boxscores/199912010POR.html
Brad Miller,12:00,1,5,.200,0,0,,0,0,,0,4,4,0,1,0,0,2,2,away,/boxscores/199912010POR.html
Todd Fuller,11:00,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,0,2,4,away,/boxscores/199912010POR.html
Ricky Davis,11:00,2,7,.286,0,1,.000,0,0,,1,1,2,1,0,0,2,0,4,away,/boxscores/199912010POR.html
Team Totals,240,35,84,.417,3,10,.300,17,24,.708,11,27,38,24,8,2,13,28,90,away,/boxscores/199912010POR.html
Rasheed Wallace,38:00,6,9,.667,0,1,.000,0,2,.000,1,8,9,2,2,1,1,2,12,home,/boxscores/199912010POR.html
Scottie Pippen,31:00,3,9,.333,0,2,.000,2,4,.500,1,2,3,4,0,0,5,4,8,home,/boxscores/199912010POR.html
Steve Smith,30:00,3,8,.375,2,4,.500,5,5,1.000,3,6,9,3,1,1,4,4,13,home,/boxscores/199912010POR.html
Arvydas Sabonis,28:00,7,10,.700,0,0,,2,2,1.000,0,7,7,0,0,1,3,5,16,home,/boxscores/199912010POR.html
Damon Stoudamire,23:00,1,3,.333,0,0,,0,1,.000,1,0,1,5,1,0,3,1,2,home,/boxscores/199912010POR.html
Detlef Schrempf,32:00,8,15,.533,2,2,1.000,0,0,,3,6,9,3,1,1,2,3,18,home,/boxscores/199912010POR.html
Greg Anthony,25:00,4,8,.500,2,5,.400,3,8,.375,0,0,0,7,2,0,0,1,13,home,/boxscores/199912010POR.html
Brian Grant,20:00,3,5,.600,0,0,,2,2,1.000,0,2,2,1,0,2,3,3,8,home,/boxscores/199912010POR.html
Antonio Harvey,10:00,2,4,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,4,home,/boxscores/199912010POR.html
Stacey Augmon,3:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,2,0,home,/boxscores/199912010POR.html
Team Totals,240,37,72,.514,6,14,.429,14,24,.583,9,32,41,27,7,6,21,25,94,home,/boxscores/199912010POR.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Eddie Jones,41:00,2,13,.154,0,4,.000,0,0,,0,5,5,12,4,0,5,4,4,away,/boxscores/199912030VAN.html
Anthony Mason,38:00,2,8,.250,0,0,,5,10,.500,1,5,6,4,3,1,3,2,9,away,/boxscores/199912030VAN.html
David Wesley,34:00,10,15,.667,2,3,.667,6,6,1.000,0,5,5,8,1,0,2,1,28,away,/boxscores/199912030VAN.html
Elden Campbell,28:00,7,7,1.000,0,0,,1,1,1.000,1,2,3,4,2,1,0,5,15,away,/boxscores/199912030VAN.html
Derrick Coleman,26:00,8,11,.727,2,3,.667,4,4,1.000,1,3,4,2,0,1,2,6,22,away,/boxscores/199912030VAN.html
Eddie Robinson,27:00,8,11,.727,0,0,,0,0,,1,1,2,0,1,1,0,3,16,away,/boxscores/199912030VAN.html
Brad Miller,13:00,3,5,.600,0,0,,1,1,1.000,1,2,3,1,1,0,0,0,7,away,/boxscores/199912030VAN.html
Baron Davis,13:00,1,4,.250,0,2,.000,0,0,,0,0,0,3,1,0,1,2,2,away,/boxscores/199912030VAN.html
Todd Fuller,12:00,3,7,.429,0,0,,0,0,,3,1,4,0,0,0,0,1,6,away,/boxscores/199912030VAN.html
Ricky Davis,7:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,away,/boxscores/199912030VAN.html
Michael Hawkins,1:00,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,2,away,/boxscores/199912030VAN.html
Team Totals,240,46,83,.554,4,12,.333,17,22,.773,8,25,33,35,13,4,13,25,113,away,/boxscores/199912030VAN.html
Shareef Abdur-Rahim,37:00,4,10,.400,0,0,,7,10,.700,1,6,7,5,1,1,1,4,15,home,/boxscores/199912030VAN.html
Mike Bibby,32:00,3,6,.500,0,0,,0,1,.000,0,1,1,9,2,1,4,0,6,home,/boxscores/199912030VAN.html
Michael Dickerson,31:00,12,17,.706,0,0,,5,6,.833,0,2,2,2,1,1,1,1,29,home,/boxscores/199912030VAN.html
Othella Harrington,27:00,2,8,.250,0,0,,2,3,.667,1,4,5,1,1,0,6,4,6,home,/boxscores/199912030VAN.html
Cherokee Parks,25:00,3,8,.375,0,0,,0,0,,2,6,8,1,1,2,1,2,6,home,/boxscores/199912030VAN.html
Felipe Lopez,25:00,5,8,.625,0,0,,1,2,.500,1,3,4,1,0,0,3,1,11,home,/boxscores/199912030VAN.html
Dennis Scott,20:00,2,3,.667,2,3,.667,1,2,.500,1,2,3,0,0,0,0,2,7,home,/boxscores/199912030VAN.html
Obinna Ekezie,16:00,3,3,1.000,0,0,,1,2,.500,1,3,4,2,0,0,3,5,7,home,/boxscores/199912030VAN.html
Brent Price,16:00,1,5,.200,1,4,.250,2,2,1.000,0,0,0,1,1,0,2,2,5,home,/boxscores/199912030VAN.html
Antoine Carr,11:00,1,3,.333,0,0,,0,0,,1,0,1,1,0,1,1,3,2,home,/boxscores/199912030VAN.html
Team Totals,240,36,71,.507,3,7,.429,19,28,.679,8,27,35,23,7,6,22,24,94,home,/boxscores/199912030VAN.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Eddie Jones,39:00,5,16,.313,2,6,.333,1,1,1.000,2,7,9,2,1,1,0,2,13,away,/boxscores/199912050SEA.html
Derrick Coleman,36:00,11,19,.579,0,2,.000,4,4,1.000,1,10,11,5,0,4,1,3,26,away,/boxscores/199912050SEA.html
Anthony Mason,31:00,3,5,.600,0,0,,2,4,.500,1,8,9,5,0,0,0,3,8,away,/boxscores/199912050SEA.html
Elden Campbell,30:00,6,11,.545,0,0,,1,3,.333,4,6,10,3,0,3,2,4,13,away,/boxscores/199912050SEA.html
David Wesley,30:00,3,9,.333,0,1,.000,0,0,,0,4,4,9,0,0,1,0,6,away,/boxscores/199912050SEA.html
Eddie Robinson,21:00,8,11,.727,0,0,,2,2,1.000,0,2,2,0,4,0,1,4,18,away,/boxscores/199912050SEA.html
Baron Davis,18:00,2,6,.333,0,2,.000,2,2,1.000,0,2,2,6,1,0,1,3,6,away,/boxscores/199912050SEA.html
Todd Fuller,17:00,2,5,.400,0,0,,2,2,1.000,2,4,6,0,0,0,3,3,6,away,/boxscores/199912050SEA.html
Ricky Davis,9:00,2,4,.500,0,0,,0,0,,0,0,0,2,2,0,1,0,4,away,/boxscores/199912050SEA.html
Brad Miller,9:00,0,1,.000,0,0,,3,4,.750,0,1,1,0,0,1,0,0,3,away,/boxscores/199912050SEA.html
Team Totals,240,42,87,.483,2,11,.182,17,22,.773,10,44,54,32,8,9,10,22,103,away,/boxscores/199912050SEA.html
Gary Payton,45:00,4,14,.286,3,9,.333,6,8,.750,1,4,5,8,1,0,3,1,17,home,/boxscores/199912050SEA.html
Vin Baker,34:00,4,10,.400,0,0,,4,5,.800,1,3,4,1,0,2,2,4,12,home,/boxscores/199912050SEA.html
Brent Barry,28:00,3,8,.375,1,5,.200,1,1,1.000,0,3,3,3,0,1,0,0,8,home,/boxscores/199912050SEA.html
Ruben Patterson,26:00,3,9,.333,0,0,,0,2,.000,0,8,8,3,1,1,1,2,6,home,/boxscores/199912050SEA.html
Vladimir Stepania,21:00,0,5,.000,0,2,.000,2,2,1.000,2,3,5,1,1,1,1,2,2,home,/boxscores/199912050SEA.html
Vernon Maxwell,27:00,4,15,.267,3,9,.333,1,4,.250,2,2,4,0,1,0,1,4,12,home,/boxscores/199912050SEA.html
Jelani McCoy,19:00,6,8,.750,0,0,,0,0,,1,3,4,1,0,0,0,5,12,home,/boxscores/199912050SEA.html
Rashard Lewis,17:00,5,8,.625,0,1,.000,0,0,,4,1,5,1,1,0,0,1,10,home,/boxscores/199912050SEA.html
Greg Foster,15:00,1,6,.167,0,0,,0,0,,0,2,2,1,0,1,1,2,2,home,/boxscores/199912050SEA.html
Emanual Davis,5:00,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,2,0,0,home,/boxscores/199912050SEA.html
Lazaro Borrell,3:00,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,1,0,0,home,/boxscores/199912050SEA.html
Team Totals,240,30,87,.345,7,26,.269,14,22,.636,12,30,42,20,5,6,12,21,81,home,/boxscores/199912050SEA.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Antawn Jamison,42:00,11,23,.478,0,0,,4,6,.667,6,4,10,1,0,0,4,4,26,away,/boxscores/199912080CHH.html
John Starks,40:00,11,23,.478,5,9,.556,1,1,1.000,2,1,3,9,0,0,2,2,28,away,/boxscores/199912080CHH.html
Mookie Blaylock,35:00,3,11,.273,2,5,.400,0,0,,2,5,7,7,4,0,1,2,8,away,/boxscores/199912080CHH.html
Jason Caffey,31:00,6,15,.400,0,0,,2,3,.667,4,9,13,1,2,0,2,3,14,away,/boxscores/199912080CHH.html
Adonal Foyle,29:00,7,11,.636,0,0,,3,6,.500,3,6,9,0,1,3,2,5,17,away,/boxscores/199912080CHH.html
Tony Farmer,22:00,3,8,.375,0,0,,1,3,.333,5,3,8,4,0,0,0,2,7,away,/boxscores/199912080CHH.html
Bill Curley,18:00,2,6,.333,0,0,,0,0,,1,3,4,0,1,0,0,6,4,away,/boxscores/199912080CHH.html
Vonteego Cummings,13:00,1,2,.500,0,1,.000,0,0,,0,1,1,4,1,0,0,1,2,away,/boxscores/199912080CHH.html
Chris Carr,8:00,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,5,0,away,/boxscores/199912080CHH.html
Tim Legler,2:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,away,/boxscores/199912080CHH.html
Team Totals,240,44,103,.427,7,18,.389,11,19,.579,23,32,55,26,9,3,12,31,106,away,/boxscores/199912080CHH.html
Eddie Jones,43:00,10,18,.556,2,3,.667,8,10,.800,1,3,4,10,4,3,3,1,30,home,/boxscores/199912080CHH.html
Derrick Coleman,39:00,6,13,.462,0,2,.000,5,5,1.000,0,7,7,2,0,7,3,2,17,home,/boxscores/199912080CHH.html
Anthony Mason,37:00,2,6,.333,0,0,,2,2,1.000,3,12,15,4,1,0,2,5,6,home,/boxscores/199912080CHH.html
David Wesley,22:00,4,8,.500,1,2,.500,2,3,.667,0,2,2,5,0,0,3,1,11,home,/boxscores/199912080CHH.html
Todd Fuller,14:00,2,7,.286,0,0,,0,0,,1,4,5,0,0,0,0,0,4,home,/boxscores/199912080CHH.html
Baron Davis,27:00,5,5,1.000,1,1,1.000,0,3,.000,0,2,2,7,2,0,1,2,11,home,/boxscores/199912080CHH.html
Eddie Robinson,23:00,7,12,.583,0,0,,1,2,.500,0,2,2,0,1,2,3,1,15,home,/boxscores/199912080CHH.html
Ricky Davis,21:00,6,9,.667,0,0,,3,3,1.000,4,1,5,0,2,0,1,2,15,home,/boxscores/199912080CHH.html
Brad Miller,14:00,2,6,.333,0,0,,0,0,,1,2,3,1,0,2,0,3,4,home,/boxscores/199912080CHH.html
Team Totals,240,44,84,.524,4,8,.500,21,28,.750,10,35,45,29,10,14,16,17,113,home,/boxscores/199912080CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Antonio McDyess,39:00,5,9,.556,0,0,,4,4,1.000,7,6,13,4,2,4,4,4,14,away,/boxscores/199912100CHH.html
Nick Van Exel,37:00,8,25,.320,4,8,.500,0,0,,0,6,6,5,0,0,1,3,20,away,/boxscores/199912100CHH.html
Chauncey Billups,35:00,5,13,.385,0,5,.000,0,0,,0,3,3,4,0,0,1,4,10,away,/boxscores/199912100CHH.html
Raef LaFrentz,26:00,8,16,.500,1,4,.250,3,5,.600,3,3,6,1,1,0,2,3,20,away,/boxscores/199912100CHH.html
James Posey,26:00,5,10,.500,1,3,.333,0,1,.000,2,3,5,4,2,0,0,4,11,away,/boxscores/199912100CHH.html
George McCloud,31:00,5,12,.417,1,5,.200,0,0,,3,2,5,1,0,1,2,5,11,away,/boxscores/199912100CHH.html
Keon Clark,20:00,4,10,.400,0,0,,1,1,1.000,0,3,3,0,0,1,0,1,9,away,/boxscores/199912100CHH.html
Ryan Bowen,12:00,2,3,.667,0,0,,0,0,,1,1,2,0,1,0,0,1,4,away,/boxscores/199912100CHH.html
Roy Rogers,11:00,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,away,/boxscores/199912100CHH.html
Bryant Stith,3:00,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,away,/boxscores/199912100CHH.html
Team Totals,240,42,98,.429,7,25,.280,8,11,.727,16,27,43,19,7,7,10,26,99,away,/boxscores/199912100CHH.html
Anthony Mason,44:00,8,12,.667,0,0,,5,5,1.000,1,11,12,8,5,1,3,3,21,home,/boxscores/199912100CHH.html
David Wesley,41:00,5,12,.417,3,7,.429,1,2,.500,1,3,4,8,0,1,4,1,14,home,/boxscores/199912100CHH.html
Brad Miller,33:00,5,9,.556,0,0,,7,7,1.000,1,7,8,1,1,2,2,6,17,home,/boxscores/199912100CHH.html
Eddie Robinson,30:00,5,14,.357,0,0,,0,0,,2,3,5,0,0,0,0,2,10,home,/boxscores/199912100CHH.html
Eddie Jones,29:00,3,10,.300,1,3,.333,6,7,.857,0,6,6,5,1,1,6,4,13,home,/boxscores/199912100CHH.html
Ricky Davis,24:00,5,6,.833,0,0,,1,1,1.000,1,2,3,2,0,0,1,1,11,home,/boxscores/199912100CHH.html
Baron Davis,23:00,6,11,.545,0,0,,1,2,.500,3,1,4,3,1,0,2,2,13,home,/boxscores/199912100CHH.html
Todd Fuller,16:00,2,6,.333,0,0,,3,5,.600,2,3,5,0,0,0,0,1,7,home,/boxscores/199912100CHH.html
Team Totals,240,39,80,.488,4,10,.400,24,29,.828,11,36,47,27,8,5,18,20,106,home,/boxscores/199912100CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
David Wesley,41:00,4,11,.364,0,2,.000,3,4,.750,1,0,1,13,1,0,4,4,11,away,/boxscores/199912110PHI.html
Brad Miller,39:00,9,19,.474,0,0,,1,2,.500,4,8,12,2,2,2,3,2,19,away,/boxscores/199912110PHI.html
Eddie Jones,32:00,6,16,.375,1,2,.500,2,3,.667,0,4,4,4,3,1,0,1,15,away,/boxscores/199912110PHI.html
Anthony Mason,31:00,4,9,.444,0,0,,7,8,.875,2,5,7,4,1,0,1,2,15,away,/boxscores/199912110PHI.html
Eddie Robinson,22:00,7,11,.636,0,0,,0,0,,0,3,3,0,0,0,1,1,14,away,/boxscores/199912110PHI.html
Ricky Davis,26:00,8,11,.727,0,0,,0,0,,1,8,9,4,2,1,3,0,16,away,/boxscores/199912110PHI.html
Todd Fuller,26:00,2,7,.286,0,0,,4,6,.667,3,6,9,0,3,0,1,3,8,away,/boxscores/199912110PHI.html
Baron Davis,21:00,3,10,.300,1,1,1.000,1,2,.500,2,2,4,2,0,0,1,5,8,away,/boxscores/199912110PHI.html
Michael Hawkins,2:00,0,0,,0,0,,0,0,,0,1,1,3,0,0,1,0,0,away,/boxscores/199912110PHI.html
Team Totals,240,43,94,.457,2,5,.400,18,25,.720,13,37,50,32,12,4,15,18,106,away,/boxscores/199912110PHI.html
George Lynch,25:00,4,8,.500,0,0,,0,2,.000,3,6,9,0,0,0,2,2,8,home,/boxscores/199912110PHI.html
Eric Snow,25:00,1,5,.200,0,0,,2,2,1.000,2,2,4,7,0,0,1,1,4,home,/boxscores/199912110PHI.html
Allen Iverson,21:00,5,16,.313,0,3,.000,1,2,.500,0,0,0,2,2,0,3,4,11,home,/boxscores/199912110PHI.html
Matt Geiger,19:00,1,5,.200,0,0,,0,0,,1,3,4,1,0,2,4,3,2,home,/boxscores/199912110PHI.html
Tyrone Hill,18:00,1,5,.200,0,0,,2,4,.500,5,1,6,1,0,0,1,3,4,home,/boxscores/199912110PHI.html
Billy Owens,35:00,5,10,.500,0,1,.000,2,2,1.000,2,6,8,3,0,0,2,4,12,home,/boxscores/199912110PHI.html
Larry Hughes,32:00,3,17,.176,0,2,.000,5,7,.714,0,5,5,1,2,0,2,0,11,home,/boxscores/199912110PHI.html
Aaron McKie,26:00,6,9,.667,0,2,.000,4,6,.667,0,5,5,3,1,0,2,1,16,home,/boxscores/199912110PHI.html
