Tm,year,3P%,3P%_Opp,3PA,3PA_Opp,3PM,3PM_Opp,A/TO,AFG%,Assists,Assists_Opp,Blocks,Blocks_Opp,Def_Reb,Def_Reb_Opp,Diff,FG%,FG%.1_Opp,FG%_Opp,FGA,FGA_Opp,FGM,FGM_Opp,FT%,FT%_Opp,FTA,FTA_Opp,FTM,FTM_Opp,Off_Reb,Off_Reb_Opp,PPS,PPS_Opp,PTS,PTS_Opp,Reb_Pct_Def,Reb_Pct_Off,Reb_Pct_Tot,Steals,Steals_Opp,Tech,Tot_Reb,Tot_Reb_Opp,Turnovers,Turnovers_Opp
San Antonio,2009,0.386,0.379,1620.0,1180.0,625.0,447.0,1.8,0.513,1736.0,1481.0,329.0,352.0,2638.0,2570.0,2.0,0.466,0.487,0.453,6534.0,6568.0,3042.0,2973.0,0.761,0.769,1641.0,1635.0,1249.0,1257.0,728.0,745.0,1.22,1.16,7958.0,7650.0,0.78,0.221,0.504,474.0,531.0,31.0,3366.0,3315.0,963.0,961.0
San Antonio,2010,0.358,0.343,1547.0,1200.0,554.0,412.0,1.64,0.515,1829.0,1576.0,381.0,417.0,2621.0,2427.0,84.0,0.473,0.483,0.452,6659.0,6691.0,3150.0,3025.0,0.74,0.756,1969.0,1896.0,1458.0,1433.0,887.0,814.0,1.25,1.18,8312.0,7895.0,0.763,0.268,0.52,516.0,567.0,45.0,3508.0,3241.0,1116.0,1032.0
San Antonio,2011,0.397,0.367,1727.0,1305.0,685.0,479.0,1.67,0.527,1836.0,1685.0,372.0,374.0,2603.0,2494.0,6.0,0.475,0.491,0.456,6628.0,6860.0,3148.0,3127.0,0.767,0.766,1984.0,1698.0,1521.0,1301.0,829.0,884.0,1.28,1.17,8502.0,8034.0,0.746,0.249,0.504,602.0,567.0,48.0,3432.0,3378.0,1101.0,1095.0
San Antonio,2012,0.393,0.353,1405.0,1166.0,552.0,412.0,1.71,0.528,1528.0,1291.0,293.0,330.0,2153.0,2039.0,-11.0,0.478,0.489,0.452,5463.0,5560.0,2611.0,2512.0,0.748,0.756,1427.0,1233.0,1067.0,932.0,683.0,680.0,1.25,1.15,6841.0,6368.0,0.76,0.251,0.511,490.0,489.0,31.0,2836.0,2719.0,895.0,906.0
San Antonio,2013,0.376,0.353,1764.0,1471.0,663.0,519.0,1.78,0.531,2058.0,1756.0,446.0,405.0,2721.0,2577.0,-102.0,0.481,0.48,0.442,6675.0,6960.0,3210.0,3079.0,0.791,0.76,1725.0,1639.0,1365.0,1246.0,666.0,912.0,1.27,1.14,8448.0,7923.0,0.749,0.205,0.493,695.0,675.0,34.0,3387.0,3489.0,1159.0,1171.0
San Antonio,2014,0.397,0.353,1757.0,1500.0,698.0,529.0,1.79,0.537,2064.0,1669.0,420.0,378.0,2786.0,2600.0,64.0,0.486,0.482,0.444,6844.0,6976.0,3326.0,3096.0,0.785,0.76,1642.0,1691.0,1289.0,1285.0,762.0,862.0,1.26,1.15,8639.0,8006.0,0.764,0.227,0.506,604.0,628.0,37.0,3548.0,3462.0,1153.0,1089.0
San Antonio,2015,0.367,0.36,1847.0,1550.0,677.0,558.0,1.81,0.517,2000.0,1699.0,444.0,362.0,2772.0,2643.0,-5.0,0.468,0.484,0.444,6854.0,6861.0,3208.0,3044.0,0.78,0.745,1754.0,1754.0,1368.0,1307.0,806.0,813.0,1.23,1.16,8461.0,7953.0,0.773,0.234,0.509,657.0,648.0,21.0,3578.0,3456.0,1104.0,1109.0
San Antonio,2016,0.375,0.331,1518.0,1634.0,570.0,541.0,1.96,0.526,2010.0,1707.0,485.0,317.0,2831.0,2576.0,-144.0,0.484,0.477,0.436,6797.0,6709.0,3289.0,2928.0,0.803,0.758,1672.0,1611.0,1342.0,1221.0,770.0,747.0,1.25,1.14,8490.0,7618.0,0.791,0.23,0.52,677.0,592.0,42.0,3601.0,3323.0,1028.0,1172.0
Toronto,2000,0.363,0.339,1171.0,1021.0,425.0,346.0,1.71,0.464,1947.0,1790.0,544.0,434.0,2449.0,2552.0,-113.0,0.433,0.48,0.454,6882.0,6615.0,2980.0,3002.0,0.765,0.764,2068.0,2136.0,1583.0,1631.0,1098.0,961.0,1.16,1.21,7968.0,7981.0,0.718,0.301,0.502,666.0,557.0,72.0,3547.0,3513.0,1137.0,1250.0
Toronto,2001,0.369,0.363,1164.0,1045.0,429.0,379.0,1.86,0.468,2004.0,1696.0,519.0,439.0,2529.0,2511.0,-76.0,0.437,0.476,0.447,6972.0,6725.0,3048.0,3009.0,0.747,0.754,1984.0,1890.0,1482.0,1425.0,1118.0,926.0,1.15,1.16,8007.0,7822.0,0.732,0.308,0.515,599.0,561.0,68.0,3647.0,3437.0,1080.0,1156.0
Toronto,2002,0.349,0.346,1109.0,1089.0,387.0,377.0,1.52,0.463,1779.0,1629.0,454.0,393.0,2336.0,2436.0,-76.0,0.434,0.471,0.441,6727.0,6390.0,2919.0,2820.0,0.739,0.752,1717.0,2011.0,1269.0,1513.0,1114.0,995.0,1.11,1.18,7494.0,7530.0,0.701,0.314,0.501,688.0,628.0,70.0,3450.0,3431.0,1174.0,1250.0
Toronto,2003,0.343,0.375,1193.0,986.0,409.0,370.0,1.34,0.458,1583.0,1729.0,392.0,406.0,2355.0,2601.0,-199.0,0.427,0.489,0.461,6664.0,6592.0,2847.0,3037.0,0.718,0.759,1879.0,1964.0,1350.0,1490.0,1023.0,976.0,1.12,1.2,7453.0,7934.0,0.707,0.282,0.486,609.0,604.0,60.0,3378.0,3577.0,1181.0,1125.0
Toronto,2004,0.356,0.307,1294.0,889.0,461.0,273.0,1.35,0.454,1574.0,1518.0,402.0,333.0,2419.0,2662.0,-447.0,0.418,0.449,0.428,6348.0,6365.0,2654.0,2722.0,0.75,0.747,1650.0,2055.0,1237.0,1536.0,830.0,1034.0,1.1,1.14,7006.0,7253.0,0.701,0.238,0.468,604.0,590.0,63.0,3249.0,3696.0,1164.0,1196.0
Toronto,2005,0.385,0.356,1681.0,1222.0,648.0,435.0,1.54,0.492,1670.0,1814.0,317.0,360.0,2444.0,2720.0,-423.0,0.444,0.499,0.467,6656.0,6708.0,2952.0,3133.0,0.774,0.744,2101.0,2165.0,1626.0,1610.0,844.0,991.0,1.23,1.24,8178.0,8311.0,0.711,0.237,0.47,621.0,507.0,56.0,3288.0,3711.0,1087.0,1182.0
Toronto,2006,0.375,0.373,1620.0,1363.0,608.0,508.0,1.49,0.5,1593.0,1938.0,272.0,359.0,2291.0,2539.0,-219.0,0.454,0.53,0.491,6639.0,6448.0,3013.0,3164.0,0.791,0.748,2089.0,2267.0,1653.0,1696.0,864.0,835.0,1.25,1.32,8287.0,8532.0,0.733,0.254,0.483,529.0,518.0,55.0,3155.0,3374.0,1071.0,1165.0
Toronto,2007,0.363,0.357,1464.0,1491.0,531.0,533.0,1.65,0.504,1822.0,1742.0,321.0,317.0,2480.0,2641.0,-254.0,0.463,0.503,0.463,6547.0,6593.0,3032.0,3051.0,0.788,0.754,1982.0,1911.0,1562.0,1441.0,755.0,848.0,1.25,1.22,8157.0,8076.0,0.745,0.222,0.481,581.0,489.0,48.0,3235.0,3489.0,1104.0,1241.0
Toronto,2008,0.392,0.368,1459.0,1683.0,572.0,619.0,2.04,0.511,1953.0,1797.0,336.0,333.0,2496.0,2583.0,-190.0,0.468,0.505,0.458,6726.0,6569.0,3148.0,3007.0,0.812,0.776,1658.0,1732.0,1347.0,1344.0,790.0,830.0,1.22,1.21,8215.0,7977.0,0.75,0.234,0.491,570.0,470.0,35.0,3286.0,3413.0,959.0,1149.0
Toronto,2009,0.372,0.367,1289.0,1716.0,479.0,629.0,1.67,0.494,1835.0,1887.0,390.0,386.0,2513.0,2539.0,-119.0,0.458,0.511,0.465,6673.0,6827.0,3054.0,3172.0,0.824,0.784,1861.0,1759.0,1534.0,1379.0,802.0,895.0,1.22,1.22,8121.0,8352.0,0.737,0.24,0.491,523.0,521.0,66.0,3315.0,3434.0,1098.0,1093.0
Toronto,2010,0.371,0.366,1397.0,1665.0,518.0,609.0,1.64,0.521,1804.0,1889.0,384.0,360.0,2507.0,2453.0,-73.0,0.482,0.513,0.468,6631.0,6824.0,3199.0,3194.0,0.764,0.784,2118.0,2146.0,1618.0,1683.0,806.0,933.0,1.29,1.27,8534.0,8680.0,0.729,0.247,0.495,469.0,580.0,75.0,3313.0,3386.0,1100.0,1040.0
Toronto,2011,0.316,0.376,1091.0,1438.0,345.0,541.0,1.49,0.491,1795.0,1854.0,350.0,456.0,2343.0,2457.0,-63.0,0.465,0.522,0.482,6755.0,6668.0,3144.0,3213.0,0.755,0.769,1976.0,2175.0,1491.0,1672.0,963.0,912.0,1.2,1.3,8124.0,8639.0,0.72,0.282,0.495,581.0,625.0,70.0,3306.0,3369.0,1206.0,1141.0
Toronto,2012,0.34,0.328,1075.0,1224.0,365.0,401.0,1.38,0.475,1382.0,1327.0,321.0,322.0,2074.0,1997.0,97.0,0.44,0.475,0.435,5154.0,5130.0,2268.0,2234.0,0.77,0.744,1410.0,1795.0,1085.0,1335.0,697.0,677.0,1.16,1.21,5986.0,6204.0,0.754,0.259,0.509,429.0,478.0,46.0,2771.0,2674.0,1001.0,870.0
Toronto,2013,0.343,0.361,1665.0,1511.0,571.0,546.0,1.63,0.488,1765.0,1796.0,392.0,387.0,2426.0,2544.0,-124.0,0.446,0.5,0.458,6685.0,6493.0,2979.0,2971.0,0.788,0.747,1831.0,2148.0,1442.0,1604.0,871.0,877.0,1.19,1.25,7971.0,8092.0,0.734,0.255,0.491,595.0,578.0,64.0,3297.0,3421.0,1084.0,1127.0
Toronto,2014,0.372,0.36,1917.0,1578.0,713.0,568.0,1.58,0.498,1737.0,1719.0,343.0,352.0,2552.0,2505.0,-70.0,0.445,0.493,0.45,6718.0,6573.0,2992.0,2957.0,0.782,0.752,2055.0,2071.0,1608.0,1557.0,935.0,854.0,1.24,1.22,8305.0,8039.0,0.749,0.272,0.509,577.0,596.0,62.0,3487.0,3359.0,1099.0,1169.0
Toronto,2015,0.352,0.346,2060.0,1828.0,726.0,633.0,1.7,0.508,1701.0,1870.0,357.0,413.0,2526.0,2559.0,-128.0,0.455,0.506,0.459,6829.0,6787.0,3108.0,3116.0,0.787,0.733,2014.0,1923.0,1585.0,1410.0,881.0,922.0,1.25,1.22,8527.0,8275.0,0.733,0.256,0.495,615.0,567.0,50.0,3407.0,3481.0,1000.0,1128.0
Toronto,2016,0.37,0.373,1915.0,1922.0,708.0,717.0,1.55,0.504,1536.0,1781.0,449.0,442.0,2724.0,2561.0,-58.0,0.451,0.498,0.444,6669.0,6732.0,3006.0,2991.0,0.777,0.748,2190.0,1809.0,1702.0,1354.0,836.0,782.0,1.26,1.2,8422.0,8053.0,0.777,0.246,0.516,636.0,534.0,72.0,3560.0,3343.0,994.0,1052.0
Utah,2000,0.385,0.354,854.0,1097.0,329.0,388.0,1.67,0.49,2041.0,1620.0,446.0,411.0,2426.0,2236.0,-50.0,0.464,0.477,0.446,6380.0,6240.0,2962.0,2781.0,0.773,0.746,2150.0,2141.0,1661.0,1598.0,936.0,887.0,1.24,1.21,7914.0,7548.0,0.732,0.295,0.518,629.0,588.0,78.0,3362.0,3123.0,1220.0,1270.0
Utah,2001,0.381,0.343,852.0,1194.0,325.0,410.0,1.63,0.497,2110.0,1564.0,463.0,453.0,2383.0,2183.0,-24.0,0.471,0.473,0.439,6289.0,6076.0,2960.0,2667.0,0.752,0.765,2280.0,2391.0,1714.0,1830.0,943.0,874.0,1.27,1.25,7959.0,7574.0,0.732,0.302,0.521,661.0,699.0,109.0,3326.0,3057.0,1296.0,1320.0
Utah,2002,0.333,0.383,842.0,1215.0,280.0,465.0,1.48,0.472,1999.0,1585.0,523.0,548.0,2349.0,2204.0,-18.0,0.45,0.484,0.447,6374.0,6218.0,2869.0,2777.0,0.763,0.771,2430.0,2308.0,1853.0,1779.0,1109.0,927.0,1.23,1.25,7871.0,7798.0,0.717,0.335,0.525,749.0,748.0,91.0,3458.0,3131.0,1353.0,1371.0
Utah,2003,0.349,0.349,641.0,1252.0,224.0,437.0,1.53,0.486,2103.0,1601.0,467.0,427.0,2381.0,2120.0,69.0,0.468,0.468,0.434,6189.0,6346.0,2894.0,2751.0,0.745,0.759,2349.0,2143.0,1750.0,1627.0,1021.0,1011.0,1.25,1.19,7762.0,7566.0,0.702,0.325,0.521,708.0,723.0,80.0,3402.0,3131.0,1374.0,1305.0
Utah,2004,0.321,0.343,786.0,1209.0,252.0,415.0,1.22,0.456,1671.0,1528.0,494.0,530.0,2272.0,2131.0,103.0,0.436,0.468,0.432,6172.0,5879.0,2690.0,2541.0,0.746,0.771,2196.0,2431.0,1639.0,1874.0,1103.0,868.0,1.18,1.25,7271.0,7371.0,0.724,0.341,0.529,583.0,666.0,74.0,3375.0,2999.0,1365.0,1262.0
Utah,2005,0.328,0.375,762.0,1297.0,250.0,486.0,1.41,0.469,1826.0,1592.0,374.0,474.0,2243.0,2230.0,110.0,0.449,0.499,0.458,6301.0,5965.0,2828.0,2731.0,0.757,0.764,2272.0,2653.0,1719.0,2027.0,1047.0,859.0,1.21,1.34,7625.0,7975.0,0.723,0.319,0.516,541.0,646.0,69.0,3290.0,3089.0,1292.0,1182.0
Utah,2006,0.336,0.378,925.0,1297.0,311.0,490.0,1.37,0.467,1772.0,1511.0,492.0,463.0,2380.0,2237.0,124.0,0.442,0.49,0.449,6207.0,6077.0,2744.0,2730.0,0.719,0.746,2466.0,2466.0,1774.0,1839.0,1071.0,871.0,1.22,1.28,7573.0,7789.0,0.732,0.324,0.526,524.0,663.0,60.0,3451.0,3108.0,1290.0,1166.0
Utah,2007,0.335,0.355,1056.0,1424.0,354.0,506.0,1.58,0.502,2024.0,1552.0,339.0,438.0,2456.0,2223.0,47.0,0.474,0.496,0.455,6471.0,6191.0,3069.0,2819.0,0.743,0.767,2462.0,2534.0,1830.0,1943.0,1030.0,813.0,1.29,1.31,8322.0,8087.0,0.751,0.317,0.534,577.0,623.0,63.0,3486.0,3036.0,1277.0,1230.0
Utah,2008,0.372,0.357,1095.0,1419.0,407.0,506.0,1.8,0.528,2165.0,1629.0,355.0,420.0,2410.0,2256.0,-105.0,0.497,0.501,0.461,6592.0,6286.0,3279.0,2896.0,0.759,0.749,2298.0,2468.0,1745.0,1848.0,942.0,844.0,1.32,1.3,8710.0,8146.0,0.741,0.295,0.52,717.0,619.0,47.0,3352.0,3100.0,1200.0,1305.0
Utah,2009,0.349,0.361,1122.0,1479.0,392.0,534.0,1.67,0.504,2024.0,1640.0,374.0,424.0,2423.0,2393.0,-113.0,0.475,0.505,0.464,6623.0,6509.0,3143.0,3019.0,0.771,0.763,2352.0,2233.0,1814.0,1703.0,940.0,908.0,1.28,1.27,8492.0,8275.0,0.727,0.282,0.505,719.0,658.0,50.0,3363.0,3301.0,1210.0,1323.0
Utah,2010,0.364,0.354,1207.0,1559.0,439.0,552.0,1.76,0.524,2187.0,1628.0,400.0,445.0,2588.0,2376.0,8.0,0.491,0.492,0.449,6575.0,6471.0,3227.0,2908.0,0.741,0.762,2233.0,2286.0,1654.0,1741.0,872.0,837.0,1.3,1.25,8547.0,8109.0,0.756,0.268,0.519,675.0,632.0,38.0,3460.0,3213.0,1246.0,1238.0
Utah,2011,0.346,0.376,1256.0,1573.0,435.0,592.0,1.63,0.498,1921.0,1700.0,484.0,411.0,2338.0,2426.0,-115.0,0.465,0.505,0.459,6590.0,6460.0,3064.0,2967.0,0.771,0.778,2061.0,2285.0,1590.0,1777.0,898.0,925.0,1.24,1.29,8153.0,8303.0,0.717,0.27,0.491,629.0,609.0,60.0,3236.0,3351.0,1175.0,1199.0
Utah,2012,0.323,0.34,845.0,1259.0,273.0,428.0,1.54,0.481,1439.0,1355.0,385.0,375.0,2055.0,1988.0,-32.0,0.456,0.493,0.453,5531.0,5310.0,2523.0,2403.0,0.754,0.754,1668.0,1727.0,1258.0,1302.0,861.0,728.0,1.19,1.23,6577.0,6536.0,0.738,0.302,0.518,545.0,494.0,35.0,2916.0,2716.0,936.0,968.0
Utah,2013,0.366,0.37,1385.0,1513.0,507.0,560.0,1.6,0.492,1859.0,1689.0,515.0,480.0,2457.0,2446.0,6.0,0.454,0.501,0.458,6710.0,6550.0,3046.0,3003.0,0.764,0.757,1883.0,1953.0,1439.0,1479.0,989.0,901.0,1.2,1.23,8038.0,8045.0,0.732,0.288,0.507,690.0,640.0,45.0,3446.0,3347.0,1164.0,1158.0
Utah,2014,0.344,0.376,1577.0,1591.0,543.0,599.0,1.45,0.484,1664.0,1789.0,366.0,401.0,2477.0,2640.0,-105.0,0.444,0.518,0.473,6652.0,6639.0,2951.0,3138.0,0.747,0.773,1803.0,1945.0,1346.0,1504.0,904.0,846.0,1.17,1.26,7791.0,8379.0,0.745,0.255,0.492,570.0,617.0,17.0,3381.0,3486.0,1145.0,999.0
Utah,2015,0.343,0.362,1781.0,1670.0,610.0,604.0,1.4,0.494,1632.0,1594.0,489.0,382.0,2617.0,2406.0,136.0,0.447,0.491,0.446,6492.0,6587.0,2900.0,2935.0,0.721,0.744,1929.0,1760.0,1391.0,1309.0,988.0,811.0,1.2,1.18,7801.0,7783.0,0.763,0.291,0.528,623.0,674.0,30.0,3605.0,3217.0,1166.0,1030.0
Utah,2016,0.355,0.357,1955.0,1819.0,694.0,649.0,1.34,0.501,1554.0,1568.0,425.0,385.0,2665.0,2522.0,70.0,0.449,0.495,0.446,6593.0,6549.0,2957.0,2920.0,0.744,0.746,1885.0,1842.0,1402.0,1374.0,880.0,764.0,1.21,1.2,8010.0,7863.0,0.777,0.259,0.519,631.0,652.0,46.0,3545.0,3286.0,1162.0,1092.0
Washington,2000,0.376,0.371,890.0,1052.0,335.0,390.0,1.34,0.476,1771.0,1793.0,383.0,503.0,2438.0,2418.0,95.0,0.451,0.489,0.459,6681.0,6547.0,3010.0,3005.0,0.743,0.744,2107.0,2405.0,1566.0,1790.0,1064.0,962.0,1.19,1.25,7921.0,8190.0,0.717,0.306,0.509,593.0,686.0,39.0,3502.0,3380.0,1320.0,1225.0
Washington,2001,0.324,0.396,848.0,1093.0,275.0,433.0,1.18,0.46,1647.0,1902.0,383.0,511.0,2370.0,2410.0,45.0,0.439,0.503,0.47,6453.0,6596.0,2833.0,3100.0,0.759,0.747,2245.0,2088.0,1704.0,1559.0,1016.0,931.0,1.18,1.24,7645.0,8192.0,0.718,0.297,0.503,630.0,688.0,67.0,3386.0,3341.0,1391.0,1230.0
Washington,2002,0.388,0.354,786.0,1191.0,305.0,422.0,1.61,0.464,1715.0,1818.0,354.0,414.0,2393.0,2376.0,-27.0,0.441,0.484,0.452,6664.0,6534.0,2938.0,2953.0,0.765,0.755,1866.0,1849.0,1428.0,1396.0,1055.0,960.0,1.14,1.18,7609.0,7724.0,0.714,0.307,0.508,570.0,573.0,32.0,3448.0,3336.0,1068.0,1095.0
Washington,2003,0.312,0.362,811.0,1242.0,253.0,449.0,1.47,0.46,1612.0,1776.0,390.0,358.0,2395.0,2447.0,-84.0,0.44,0.477,0.442,6394.0,6507.0,2816.0,2877.0,0.779,0.771,2077.0,1792.0,1617.0,1382.0,917.0,949.0,1.17,1.17,7502.0,7585.0,0.716,0.273,0.494,621.0,612.0,65.0,3312.0,3396.0,1095.0,1171.0
Washington,2004,0.341,0.342,1269.0,1238.0,433.0,424.0,1.07,0.454,1537.0,1966.0,406.0,448.0,2392.0,2520.0,-61.0,0.421,0.486,0.454,6556.0,6740.0,2758.0,3061.0,0.714,0.771,2211.0,1874.0,1579.0,1444.0,1115.0,1048.0,1.15,1.19,7528.0,7990.0,0.695,0.307,0.496,733.0,786.0,55.0,3507.0,3568.0,1439.0,1321.0
Washington,2005,0.343,0.364,1498.0,1432.0,514.0,521.0,1.33,0.474,1563.0,1885.0,347.0,412.0,2374.0,2510.0,-134.0,0.437,0.498,0.459,6794.0,6748.0,2966.0,3099.0,0.725,0.762,2476.0,2034.0,1795.0,1549.0,1133.0,1017.0,1.21,1.23,8241.0,8268.0,0.7,0.311,0.499,716.0,586.0,54.0,3507.0,3527.0,1172.0,1306.0
Washington,2006,0.357,0.363,1394.0,1379.0,497.0,501.0,1.33,0.484,1523.0,1766.0,339.0,341.0,2344.0,2477.0,-183.0,0.447,0.504,0.465,6656.0,6477.0,2975.0,3014.0,0.757,0.745,2496.0,2222.0,1889.0,1655.0,1035.0,964.0,1.25,1.26,8336.0,8184.0,0.709,0.295,0.495,658.0,537.0,40.0,3379.0,3441.0,1143.0,1326.0
Washington,2007,0.348,0.377,1614.0,1585.0,561.0,598.0,1.47,0.491,1660.0,1942.0,375.0,380.0,2379.0,2551.0,-158.0,0.45,0.517,0.473,6820.0,6700.0,3070.0,3166.0,0.765,0.777,2425.0,2146.0,1855.0,1668.0,998.0,973.0,1.25,1.28,8556.0,8598.0,0.71,0.281,0.489,635.0,519.0,58.0,3377.0,3524.0,1133.0,1291.0
Washington,2008,0.356,0.386,1614.0,1768.0,575.0,683.0,1.49,0.489,1607.0,1958.0,391.0,360.0,2404.0,2478.0,-67.0,0.446,0.513,0.461,6695.0,6537.0,2986.0,3015.0,0.782,0.754,1991.0,1880.0,1557.0,1418.0,1007.0,900.0,1.21,1.24,8104.0,8131.0,0.728,0.289,0.502,632.0,529.0,62.0,3411.0,3378.0,1082.0,1149.0
Washington,2009,0.33,0.387,1198.0,1740.0,395.0,674.0,1.43,0.48,1641.0,2015.0,365.0,431.0,2330.0,2491.0,-139.0,0.45,0.533,0.482,6655.0,6565.0,2994.0,3164.0,0.767,0.759,1948.0,1959.0,1494.0,1487.0,956.0,934.0,1.18,1.29,7877.0,8489.0,0.714,0.277,0.49,619.0,593.0,43.0,3286.0,3425.0,1146.0,1140.0
Washington,2010,0.353,0.36,1225.0,1466.0,432.0,528.0,1.28,0.481,1557.0,1772.0,421.0,415.0,2458.0,2530.0,-41.0,0.449,0.502,0.463,6700.0,6664.0,3008.0,3083.0,0.762,0.761,1895.0,2088.0,1444.0,1590.0,966.0,935.0,1.18,1.24,7892.0,8284.0,0.724,0.276,0.497,493.0,569.0,61.0,3424.0,3465.0,1219.0,1115.0
Washington,2011,0.332,0.373,1182.0,1500.0,392.0,560.0,1.27,0.471,1592.0,1898.0,502.0,413.0,2374.0,2607.0,-214.0,0.443,0.512,0.471,6888.0,6741.0,3048.0,3174.0,0.745,0.761,1999.0,2202.0,1489.0,1676.0,1013.0,994.0,1.16,1.27,7977.0,8584.0,0.705,0.28,0.485,665.0,624.0,74.0,3387.0,3601.0,1258.0,1293.0
Washington,2012,0.32,0.35,1075.0,1216.0,344.0,426.0,1.25,0.472,1262.0,1420.0,417.0,300.0,1975.0,2062.0,-123.0,0.441,0.492,0.453,5475.0,5352.0,2414.0,2422.0,0.727,0.758,1386.0,1618.0,1008.0,1227.0,775.0,811.0,1.13,1.21,6180.0,6497.0,0.709,0.273,0.489,527.0,520.0,52.0,2750.0,2873.0,1008.0,1004.0
Washington,2013,0.365,0.349,1495.0,1680.0,545.0,586.0,1.48,0.475,1775.0,1767.0,376.0,358.0,2652.0,2719.0,-83.0,0.435,0.483,0.44,6693.0,6697.0,2910.0,2944.0,0.733,0.738,1746.0,1867.0,1279.0,1378.0,887.0,903.0,1.14,1.17,7644.0,7852.0,0.746,0.246,0.494,598.0,639.0,43.0,3539.0,3622.0,1199.0,1142.0
Washington,2014,0.38,0.347,1704.0,1763.0,647.0,612.0,1.65,0.506,1909.0,1824.0,377.0,320.0,2573.0,2633.0,-108.0,0.459,0.504,0.458,6920.0,6632.0,3177.0,3038.0,0.731,0.765,1715.0,1912.0,1253.0,1462.0,886.0,827.0,1.19,1.23,8254.0,8150.0,0.757,0.252,0.5,668.0,631.0,33.0,3459.0,3460.0,1155.0,1263.0
Washington,2015,0.36,0.349,1381.0,1885.0,497.0,657.0,1.67,0.499,1969.0,1634.0,378.0,350.0,2801.0,2599.0,88.0,0.462,0.481,0.433,6790.0,6844.0,3139.0,2965.0,0.742,0.738,1758.0,1942.0,1305.0,1434.0,862.0,821.0,1.19,1.17,8080.0,8021.0,0.773,0.249,0.517,601.0,655.0,39.0,3663.0,3420.0,1179.0,1091.0
Washington,2016,0.358,0.371,1983.0,1987.0,709.0,737.0,1.76,0.511,2005.0,1846.0,323.0,356.0,2688.0,2858.0,-200.0,0.46,0.515,0.462,7033.0,6868.0,3238.0,3170.0,0.73,0.769,1849.0,1947.0,1349.0,1498.0,743.0,773.0,1.21,1.25,8534.0,8575.0,0.777,0.206,0.486,708.0,661.0,53.0,3431.0,3631.0,1138.0,1277.0
